Longitude,Latitude
77.1869,28.8668
77.1836,28.8623
77.1646,28.8606
77.1596,28.8574
77.1424,28.8425
77.1392,28.8417
77.1285,28.8654
77.1097,28.8661
77.1071,28.8684
77.0995,28.8724
77.0759,28.8845
77.0701,28.8800
77.0657,28.8730
77.0498,28.8732
77.0377,28.8528
77.0315,28.8368
77.0188,28.8371
76.9897,28.8392
76.9796,28.8367
76.9737,28.8258
76.9706,28.8251
76.9608,28.8317
76.9580,28.8303
76.9558,28.8200
76.9482,28.8177
76.9423,28.8207
76.9374,28.8092
76.9431,28.7951
76.9423,28.7878
76.9440,28.7785
76.9466,28.7740
76.9382,28.7596
76.9474,28.7511
76.9503,28.7466
76.9507,28.7365
76.9413,28.7170
76.9510,28.7098
76.9546,28.7054
76.9542,28.7005
76.9500,28.6941
76.9484,28.6880
76.9473,28.6772
76.9426,28.6751
76.9297,28.6744
76.9231,28.6692
76.9175,28.6573
76.9182,28.6533
76.9260,28.6293
76.9237,28.6287
76.9103,28.6378
76.9040,28.6379
76.8973,28.6328
76.8937,28.6328
76.8779,28.6376
76.8609,28.6025
76.8548,28.5924
76.8502,28.5901
76.8329,28.5825
76.8376,28.5570
76.8567,28.5478
76.8592,28.5419
76.8763,28.5284
76.8738,28.5144
76.8794,28.5091
76.8868,28.5112
76.8937,28.5161
76.8975,28.5178
76.9085,28.5149
76.9227,28.5193
76.9685,28.5276
76.9765,28.5238
76.9903,28.5198
77.0055,28.5144
77.0109,28.5180
77.0050,28.5287
76.9982,28.5322
76.9959,28.5369
77.0002,28.5420
77.0157,28.5333
77.0196,28.5333
77.0417,28.5190
77.0488,28.5152
77.0570,28.5139
77.0675,28.5207
77.0725,28.5203
77.0860,28.5109
77.0903,28.5055
77.1077,28.4939
77.1033,28.4831
77.1015,28.4765
77.1027,28.4704
77.1060,28.4659
77.1088,28.4574
77.1125,28.4502
77.1183,28.4424
77.1241,28.4392
77.1314,28.4387
77.1519,28.4283
77.1543,28.4213
77.1658,28.4085
77.1795,28.4124
77.1952,28.4125
77.2153,28.4157
77.2227,28.4190
77.2406,28.4289
77.2432,28.4337
77.2443,28.4417
77.2433,28.4475
77.2331,28.4595
77.2264,28.4603
77.2257,28.4640
77.2276,28.4697
77.2324,28.4758
77.2367,28.4797
77.2427,28.4846
77.2601,28.4884
77.2711,28.4970
77.2781,28.4981
77.2858,28.4963
77.2963,28.4912
77.3010,28.4901
77.3069,28.4907
77.3149,28.4946
77.3217,28.4994
77.3290,28.5083
77.3605,28.4979
77.3640,28.4929
77.3641,28.4857
77.3694,28.4807
77.3760,28.4762
77.3882,28.4728
77.4000,28.4667
77.3948,28.4628
77.3978,28.4586
77.4083,28.4556
77.4181,28.4558
77.4258,28.4545
77.4283,28.4441
77.4440,28.4290
77.4515,28.4249
77.4561,28.4210
77.4687,28.4175
77.4739,28.4038
77.4668,28.3997
77.4695,28.3943
77.4859,28.3797
77.4736,28.3279
77.4819,28.3236
77.4958,28.3070
77.4942,28.3003
77.4948,28.2926
77.4927,28.2806
77.4881,28.2791
77.4723,28.2812
77.4648,28.2774
77.4673,28.2697
77.4871,28.2618
77.5021,28.2578
77.5106,28.2549
77.5116,28.2546
77.5123,28.2543
77.5388,28.2544
77.5412,28.2477
77.5156,28.2298
77.5170,28.2214
77.5216,28.2174
77.5233,28.2072
77.5191,28.2018
77.5128,28.2017
77.5106,28.2063
77.4891,28.2120
77.4906,28.1931
77.5015,28.1872
77.5057,28.1955
77.5208,28.1917
77.5302,28.1929
77.5379,28.1909
77.5424,28.1817
77.5318,28.1703
77.5116,28.1649
77.4989,28.1630
77.4964,28.1599
77.4953,28.1458
77.4899,28.1444
77.4873,28.1414
77.4880,28.1388
77.4996,28.1274
77.4994,28.1226
77.4914,28.1127
77.4932,28.1082
77.4937,28.1023
77.4923,28.0980
77.4901,28.0953
77.4860,28.0974
77.4782,28.1080
77.4748,28.1043
77.4731,28.1037
77.4689,28.0860
77.4700,28.0837
77.4717,28.0788
77.4768,28.0733
77.4829,28.0607
77.4829,28.0577
77.4776,28.0491
77.4791,28.0442
77.4897,28.0393
77.4974,28.0306
77.5018,28.0274
77.5065,28.0223
77.5094,28.0177
77.5119,28.0103
77.5321,27.9888
77.5267,27.9840
77.5096,27.9733
77.5106,27.9682
77.5150,27.9655
77.5290,27.9662
77.5373,27.9578
77.5361,27.9493
77.5314,27.9418
77.5192,27.9319
77.5138,27.9363
77.5112,27.9374
77.5059,27.9361
77.4978,27.9314
77.4954,27.9308
77.4923,27.9318
77.4906,27.9339
77.4880,27.9415
77.4847,27.9439
77.4777,27.9402
77.4687,27.9329
77.4685,27.9319
77.4706,27.9279
77.4709,27.9206
77.4725,27.9192
77.4746,27.9121
77.4698,27.8947
77.4585,27.8853
77.4458,27.8784
77.4422,27.8785
77.4303,27.8888
77.4222,27.8945
77.4142,27.8965
77.4123,27.8962
77.4110,27.8950
77.4071,27.8891
77.4041,27.8866
77.4016,27.8819
77.4045,27.8758
77.4051,27.8718
77.4137,27.8626
77.4144,27.8607
77.4038,27.8582
77.3928,27.8589
77.3821,27.8631
77.3739,27.8637
77.3700,27.8631
77.3648,27.8606
77.3393,27.8596
77.3312,27.8527
77.3292,27.8520
77.3241,27.8409
77.3273,27.8377
77.3172,27.8332
77.3129,27.8301
77.3063,27.8320
77.3048,27.8312
77.2992,27.8314
77.2889,27.8291
77.2906,27.8197
77.2897,27.8178
77.2793,27.8120
77.2771,27.8067
77.2758,27.8066
77.2675,27.8120
77.2625,27.8161
77.2581,27.8093
77.2570,27.8053
77.2528,27.7976
77.2409,27.7904
77.2317,27.7858
77.2273,27.7887
77.2287,27.7931
77.2269,27.7961
77.2222,27.7977
77.2168,27.7955
77.2068,27.8011
77.2057,27.8055
77.2021,27.8126
77.1968,27.8194
77.1938,27.8219
77.1875,27.8150
77.1866,27.8105
77.1889,27.7984
77.1756,27.7872
77.1687,27.7849
77.1640,27.7869
77.1622,27.7906
77.1692,27.8006
77.1781,27.8025
77.1804,27.8044
77.1807,27.8087
77.1759,27.8145
77.1724,27.8163
77.1611,27.8132
77.1567,27.8136
77.1521,27.8158
77.1506,27.8156
77.1533,27.7979
77.1514,27.7918
77.1473,27.7867
77.1414,27.7862
77.1265,27.7765
77.1247,27.7848
77.1221,27.7883
77.1200,27.7895
77.1174,27.7902
77.1148,27.7899
77.1075,27.7867
77.1026,27.7852
77.1012,27.7855
77.0802,27.8004
77.0766,27.8015
77.0743,27.8044
77.0724,27.8095
77.0685,27.8116
77.0653,27.8126
77.0563,27.8115
77.0468,27.8181
77.0383,27.8200
77.0304,27.8114
77.0240,27.7982
77.0230,27.7872
77.0198,27.7803
77.0207,27.7781
77.0228,27.7779
77.0241,27.7770
77.0267,27.7779
77.0284,27.7803
77.0394,27.7749
77.0469,27.7680
77.0501,27.7610
77.0542,27.7619
77.0560,27.7644
77.0618,27.7657
77.0673,27.7638
77.0707,27.7588
77.0712,27.7519
77.0725,27.7491
77.0784,27.7429
77.0794,27.7402
77.0792,27.7384
77.0780,27.7373
77.0657,27.7324
77.0594,27.7314
77.0532,27.7279
77.0507,27.7281
77.0443,27.7322
77.0403,27.7384
77.0393,27.7416
77.0365,27.7446
77.0320,27.7484
77.0289,27.7494
77.0168,27.7478
77.0114,27.7465
77.0050,27.7391
77.0010,27.7385
76.9944,27.7420
76.9914,27.7364
76.9891,27.7338
76.9875,27.7293
76.9791,27.7062
76.9761,27.6929
76.9731,27.6804
76.9723,27.6729
76.9703,27.6655
76.9705,27.6571
76.9602,27.6624
76.9515,27.6663
76.9448,27.6706
76.9384,27.6737
76.9303,27.6717
76.9239,27.6607
76.9190,27.6615
76.9138,27.6596
76.9095,27.6568
76.9054,27.6560
76.9026,27.6585
76.9001,27.6680
76.8972,27.6724
76.8932,27.6769
76.8916,27.6799
76.8940,27.6833
76.8967,27.6860
76.8947,27.6897
76.8886,27.6928
76.8831,27.6955
76.8809,27.6994
76.8880,27.7017
76.9003,27.6946
76.9060,27.6958
76.9104,27.6967
76.9146,27.7008
76.9122,27.7061
76.9083,27.7121
76.9028,27.7164
76.8954,27.7185
76.8885,27.7196
76.8833,27.7244
76.8841,27.7309
76.8879,27.7372
76.8906,27.7420
76.8914,27.7612
76.8936,27.7793
76.8956,27.7861
76.8987,27.7911
76.9039,27.7949
76.9028,27.8013
76.9066,27.8077
76.9052,27.8126
76.9004,27.8212
76.9011,27.8254
76.9038,27.8327
76.9219,27.8318
76.9281,27.8440
76.9299,27.8552
76.9283,27.8671
76.9248,27.8768
76.9261,27.8884
76.9261,27.8944
76.9382,27.8960
76.9367,27.9075
76.9388,27.9190
76.9299,27.9214
76.9213,27.9211
76.9191,27.9249
76.9191,27.9408
76.9195,27.9528
76.9228,27.9658
76.9249,27.9784
76.9223,27.9858
76.9186,27.9976
76.9266,28.0125
76.9307,28.0305
76.9319,28.0420
76.9336,28.0481
76.9425,28.0668
76.9466,28.0713
76.9481,28.0787
76.9511,28.0961
76.9555,28.1117
76.9558,28.1237
76.9618,28.1440
76.9565,28.1460
76.9417,28.1487
76.9416,28.1552
76.9378,28.1553
76.9275,28.1589
76.9211,28.1623
76.9120,28.1719
76.8991,28.1793
76.8901,28.1878
76.8840,28.1917
76.8857,28.1967
76.8998,28.2048
76.8967,28.2076
76.8793,28.2104
76.8662,28.2115
76.8658,28.2180
76.8636,28.2246
76.8577,28.2232
76.8543,28.2252
76.8505,28.2267
76.8272,28.2175
76.8238,28.2147
76.8190,28.2147
76.8132,28.2163
76.8058,28.2159
76.8025,28.2046
76.8056,28.2004
76.8026,28.1961
76.7931,28.1983
76.7903,28.1938
76.7923,28.1829
76.7923,28.1757
76.7961,28.1705
76.7915,28.1572
76.7831,28.1557
76.7622,28.1500
76.7551,28.1466
76.7391,28.1290
76.7330,28.1286
76.7316,28.1285
76.7200,28.1315
76.7100,28.1324
76.7090,28.1314
76.7054,28.1277
76.6988,28.1157
76.6949,28.1153
76.6902,28.1148
76.6856,28.1069
76.6822,28.0978
76.6779,28.0978
76.6639,28.0979
76.6580,28.0991
76.6470,28.0851
76.6480,28.0791
76.6489,28.0617
76.6516,28.0555
76.6596,28.0337
76.6615,28.0293
76.6624,28.0229
76.6601,28.0191
76.6546,28.0156
76.6467,28.0126
76.6369,28.0107
76.6253,28.0105
76.6160,28.0113
76.6039,28.0108
76.5990,28.0098
76.5952,28.0061
76.5918,28.0037
76.5838,28.0003
76.5773,27.9949
76.5738,27.9890
76.5675,27.9836
76.5598,27.9818
76.5382,27.9705
76.5310,27.9793
76.5319,27.9857
76.5364,28.0047
76.5385,28.0054
76.5377,28.0075
76.5386,28.0121
76.5386,28.0167
76.5385,28.0391
76.5312,28.0431
76.5259,28.0454
76.5186,28.0390
76.4995,28.0364
76.4985,28.0402
76.4960,28.0436
76.4922,28.0471
76.4831,28.0463
76.4757,28.0441
76.4617,28.0446
76.4557,28.0465
76.4537,28.0497
76.4540,28.0551
76.4580,28.0620
76.4713,28.0611
76.4838,28.0583
76.4896,28.0592
76.4945,28.0611
76.4954,28.0676
76.4859,28.0751
76.4699,28.0863
76.4636,28.0841
76.4588,28.0850
76.4486,28.0932
76.4512,28.0977
76.4539,28.1059
76.4569,28.1104
76.4662,28.1130
76.4725,28.1127
76.4773,28.1060
76.4887,28.1047
76.4978,28.1066
76.4973,28.1160
76.4981,28.1225
76.4869,28.1228
76.4857,28.1281
76.4700,28.1385
76.4723,28.1496
76.4710,28.1547
76.4652,28.1556
76.4611,28.1524
76.4560,28.1514
76.4371,28.1522
76.4314,28.1476
76.4273,28.1459
76.4122,28.1475
76.3970,28.1478
76.3930,28.1411
76.3885,28.1395
76.3840,28.1399
76.3768,28.1381
76.3260,28.1774
76.3050,28.1839
76.2980,28.1829
76.2889,28.1827
76.2791,28.1787
76.2768,28.1728
76.2782,28.1686
76.2930,28.1653
76.2985,28.1625
76.2985,28.1594
76.2959,28.1547
76.3016,28.1510
76.3082,28.1509
76.3111,28.1547
76.3173,28.1531
76.3227,28.1492
76.3310,28.1390
76.3395,28.1097
76.3080,28.1113
76.3013,28.1062
76.2974,28.1010
76.3072,28.0965
76.3206,28.0943
76.3249,28.0922
76.3288,28.0878
76.3313,28.0816
76.3321,28.0768
76.3300,28.0249
76.3237,28.0238
76.3166,28.0210
76.2972,28.0260
76.2901,28.0299
76.2881,28.0420
76.2901,28.0491
76.2820,28.0589
76.2718,28.0664
76.2649,28.0687
76.2511,28.0709
76.2259,28.0552
76.2083,28.0556
76.1999,28.0608
76.1928,28.0598
76.1773,28.0593
76.1755,28.0543
76.1769,28.0490
76.1832,28.0430
76.2042,28.0422
76.2136,28.0402
76.2138,28.0317
76.2004,28.0257
76.1959,28.0217
76.1907,28.0214
76.1743,28.0219
76.1694,28.0169
76.1587,28.0046
76.1549,27.9990
76.1539,27.9925
76.1625,27.9883
76.1610,27.9801
76.1670,27.9792
76.1742,27.9752
76.1795,27.9728
76.1782,27.9675
76.1763,27.9611
76.1769,27.9551
76.1764,27.9483
76.1748,27.9413
76.1704,27.9333
76.1677,27.9284
76.1661,27.9210
76.1665,27.9151
76.1697,27.9097
76.1752,27.9071
76.1826,27.9051
76.1910,27.9027
76.1986,27.8990
76.2001,27.8923
76.1998,27.8881
76.1944,27.8839
76.1903,27.8816
76.1890,27.8764
76.1914,27.8694
76.1931,27.8639
76.1990,27.8597
76.2051,27.8555
76.2059,27.8480
76.2106,27.8448
76.2233,27.8409
76.2138,27.8326
76.2077,27.8285
76.2005,27.8289
76.1941,27.8312
76.1904,27.8268
76.1862,27.8190
76.1804,27.8124
76.1673,27.8091
76.1628,27.8148
76.1532,27.8213
76.1427,27.8278
76.1278,27.8332
76.1282,27.8378
76.1285,27.8469
76.1221,27.8544
76.1126,27.8586
76.1033,27.8624
76.0958,27.8648
76.0881,27.8684
76.0856,27.8652
76.0848,27.8564
76.0801,27.8511
76.0600,27.8572
76.0548,27.8518
76.0496,27.8479
76.0437,27.8489
76.0384,27.8525
76.0296,27.8539
76.0208,27.8575
76.0093,27.8626
76.0052,27.8574
75.9966,27.8602
75.9945,27.8609
75.9843,27.8629
75.9754,27.8646
75.9631,27.8647
75.9643,27.8715
75.9728,27.8854
75.9752,27.8931
75.9672,27.8993
75.9774,27.9093
75.9675,27.9154
75.9559,27.9196
75.9417,27.9191
75.9288,27.9168
75.9288,27.9265
75.9286,27.9417
75.9385,27.9511
75.9417,27.9463
75.9446,27.9401
75.9539,27.9394
75.9732,27.9580
75.9738,27.9699
75.9818,27.9783
75.9865,27.9811
75.9869,27.9846
75.9821,27.9870
75.9732,27.9840
75.9657,27.9866
75.9555,27.9886
75.9553,27.9942
75.9564,28.0010
75.9605,28.0021
75.9645,28.0027
75.9669,28.0022
75.9723,28.0013
75.9799,28.0015
75.9891,28.0043
75.9905,28.0102
75.9858,28.0147
75.9792,28.0155
75.9727,28.0181
75.9708,28.0238
75.9700,28.0309
75.9744,28.0369
75.9805,28.0387
75.9911,28.0399
76.0101,28.0367
76.0109,28.0470
76.0100,28.0499
76.0054,28.0545
76.0167,28.0561
76.0223,28.0623
76.0312,28.0839
76.0156,28.0889
76.0149,28.0811
76.0124,28.0764
76.0019,28.0607
75.9976,28.0575
75.9911,28.0565
75.9846,28.0507
75.9774,28.0522
75.9746,28.0571
75.9876,28.0706
75.9821,28.0802
75.9771,28.0842
75.9590,28.0841
75.9425,28.1056
75.9474,28.1097
75.9575,28.1156
75.9676,28.1194
75.9771,28.1272
75.9911,28.1282
75.9943,28.1311
75.9947,28.1506
75.9998,28.1564
76.0060,28.1566
76.0112,28.1577
76.0162,28.1611
76.0277,28.1727
76.0607,28.1700
76.0664,28.1678
76.0654,28.1557
76.0637,28.1499
76.0651,28.1445
76.0749,28.1420
76.0832,28.1423
76.0918,28.1464
