Longitude,Latitude
76.0929,28.1516
76.0929,28.1552
76.0804,28.1681
76.0748,28.1724
76.0716,28.1792
76.0693,28.1943
76.0656,28.1989
76.0567,28.2012
76.0498,28.2098
76.0530,28.2242
76.0363,28.2271
76.0112,28.2418
76.0074,28.2532
76.0187,28.2810
75.9793,28.3063
75.9747,28.3159
75.9676,28.3241
75.9547,28.3185
75.9545,28.3287
75.9563,28.3384
75.9250,28.3647
75.9224,28.3689
75.9047,28.3761
75.8971,28.3801
75.8969,28.3900
75.8892,28.3937
75.8832,28.3867
75.8721,28.3909
75.8412,28.3973
75.8282,28.4091
75.8181,28.4059
75.8167,28.4115
75.8026,28.4142
75.7941,28.4099
75.7876,28.4044
75.7826,28.4072
75.7703,28.4076
75.7655,28.4208
75.7768,28.4305
75.7851,28.4392
75.7852,28.4507
75.7782,28.4576
75.7471,28.4694
75.7365,28.4872
75.7240,28.4913
75.7007,28.4953
75.6901,28.4991
75.6711,28.5169
75.6639,28.5209
75.6655,28.5333
75.6633,28.5361
75.6536,28.5406
75.6366,28.5475
75.6291,28.5460
75.6253,28.5585
75.6200,28.5992
75.6181,28.6022
75.6093,28.6059
75.5850,28.6064
75.5557,28.6146
75.5490,28.6431
75.5396,28.6489
75.5407,28.6553
75.5379,28.6613
75.5398,28.6760
75.5366,28.6822
75.5315,28.7173
75.5309,28.7328
75.5260,28.7429
75.5289,28.7503
75.5220,28.7562
75.5161,28.7722
75.5050,28.7828
75.4985,28.7877
75.5039,28.7967
75.5031,28.8093
75.5088,28.8153
75.5027,28.8460
75.4992,28.8504
75.4880,28.8596
75.4884,28.8983
75.4846,28.9017
75.4671,28.9263
75.4689,28.9380
75.4976,28.9415
75.5029,28.9615
75.5165,28.9754
75.5153,28.9911
75.5111,29.0033
75.5111,29.0041
75.5111,29.0108
75.5051,29.0152
75.4587,29.0202
75.4326,29.0221
75.4406,29.0415
75.4375,29.0505
75.4298,29.0562
75.4303,29.0647
75.3902,29.0682
75.3807,29.0703
75.3814,29.0897
75.3832,29.0954
75.3813,29.1026
75.3807,29.1107
75.3913,29.1193
75.3962,29.1284
75.3738,29.1371
75.3612,29.1426
75.3676,29.1504
75.3690,29.1700
75.3785,29.1715
75.3886,29.1707
75.3944,29.1743
75.3861,29.2212
75.3873,29.2290
75.3994,29.2403
75.3987,29.2550
75.3957,29.2619
75.3880,29.2644
75.3725,29.2600
75.3149,29.2360
75.3232,29.2518
75.3254,29.2783
75.3086,29.2889
75.2997,29.2820
75.2897,29.2777
75.2794,29.2768
75.2717,29.2544
75.2495,29.2565
75.1953,29.2442
75.1885,29.2586
75.1800,29.2686
75.1640,29.2644
75.1608,29.2537
75.1475,29.2459
75.1247,29.2450
75.1137,29.2429
75.1082,29.2268
75.0925,29.2291
75.0781,29.2325
75.0627,29.2389
75.0653,29.2466
75.0606,29.2533
75.0509,29.2637
75.0507,29.2689
75.0505,29.2724
75.0399,29.2871
75.0239,29.2915
75.0059,29.2838
74.9910,29.2718
74.9829,29.2783
74.9769,29.2811
74.9681,29.2824
74.9600,29.2802
74.9531,29.2819
74.9475,29.2882
74.9401,29.3048
74.9458,29.3110
74.9506,29.3185
74.9510,29.3261
74.9271,29.3646
74.9220,29.3660
74.9102,29.3712
74.8991,29.3782
74.8953,29.3841
74.8885,29.3867
74.8706,29.3851
74.8666,29.3885
74.8639,29.3964
74.8572,29.3994
74.8495,29.4028
74.8411,29.4041
74.8095,29.3985
74.7988,29.3847
74.7858,29.3705
74.7759,29.3602
74.7226,29.3609
74.7169,29.3664
74.7112,29.3689
74.6887,29.3652
74.6760,29.3682
74.6585,29.3700
74.6657,29.9417
74.6810,29.9492
74.6832,29.9611
74.6955,29.9715
74.6974,29.9712
74.7061,29.9689
74.7240,29.9619
74.7372,29.9690
74.7507,29.9712
74.7587,29.9736
74.7674,29.9727
74.7760,29.9744
74.7842,29.9804
74.7944,29.9896
74.8012,29.9926
74.8090,29.9905
74.8167,29.9845
74.8197,29.9795
74.8290,29.9695
74.8366,29.9642
74.8496,29.9591
74.8594,29.9612
74.8657,29.9589
74.8720,29.9591
74.8774,29.9626
74.8815,29.9683
74.8898,29.9590
74.8944,29.9529
74.8931,29.9473
74.8896,29.9450
74.8852,29.9391
74.8944,29.9394
74.9157,29.9492
74.9241,29.9415
74.9286,29.9292
74.9319,29.9228
74.9432,29.9025
74.9579,29.8977
74.9699,29.8899
74.9695,29.8807
74.9899,29.8565
74.9941,29.8632
75.0057,29.8676
75.0141,29.8646
75.0375,29.8818
75.0604,29.8761
75.0700,29.8933
75.0777,29.9123
75.0848,29.9151
75.0898,29.9117
75.0948,29.9051
75.1027,29.8970
75.1031,29.8768
75.1042,29.8732
75.1006,29.8679
75.0847,29.8586
75.0810,29.8541
75.0813,29.8494
75.0857,29.8448
75.0990,29.8414
75.1071,29.8265
75.0933,29.8193
75.0891,29.8128
75.0902,29.8067
75.0955,29.8043
75.1023,29.8026
75.1249,29.8056
75.1314,29.7849
75.1417,29.7770
75.1541,29.7810
75.1592,29.7842
75.1549,29.7891
75.1495,29.7916
75.1489,29.7961
75.1513,29.8018
75.1554,29.8198
75.1600,29.8236
75.1670,29.8250
75.1752,29.8295
75.1786,29.8369
75.2009,29.8300
75.2025,29.8214
75.1965,29.8051
75.1980,29.7962
75.2054,29.7900
75.2162,29.7799
75.2167,29.7715
75.2273,29.7561
75.2310,29.7521
75.2214,29.7331
75.2166,29.7300
75.2107,29.7309
75.1981,29.7308
75.1937,29.7252
75.1872,29.7119
75.1884,29.7037
75.1924,29.6995
75.1977,29.6965
75.1953,29.6878
75.1889,29.6808
75.1799,29.6783
75.1753,29.6781
75.1678,29.6733
75.1589,29.6694
75.1578,29.6627
75.1628,29.6580
75.1685,29.6542
75.1733,29.6495
75.1724,29.6386
75.1733,29.6301
75.1847,29.6225
75.1994,29.6227
75.2212,29.6066
75.2232,29.5989
75.2194,29.5925
75.2112,29.5824
75.2179,29.5785
75.2218,29.5703
75.2282,29.5586
75.2243,29.5500
75.2381,29.5515
75.2675,29.5593
75.2750,29.5611
75.2907,29.5618
75.2961,29.5681
75.3030,29.5790
75.3045,29.5885
75.3020,29.5920
75.2936,29.5977
75.2803,29.6033
75.2806,29.6101
75.2879,29.6198
75.3011,29.6271
75.3075,29.6326
75.3117,29.6488
75.3162,29.6608
75.3177,29.6707
75.3226,29.6724
75.3619,29.7129
75.3700,29.7131
75.3788,29.7113
75.3822,29.7271
75.3909,29.7386
75.3968,29.7487
75.3972,29.7610
75.4100,29.7753
75.4198,29.7744
75.4272,29.7779
75.4438,29.7862
75.4432,29.7942
75.4443,29.8079
75.4984,29.7778
75.5240,29.7672
75.5302,29.7727
75.5442,29.7718
75.5564,29.7658
75.5631,29.7442
75.5688,29.7426
75.5927,29.7492
75.6005,29.7474
75.6132,29.7465
75.6254,29.7732
75.6409,29.7711
75.6564,29.7761
75.6662,29.7727
75.6783,29.7571
75.6874,29.7518
75.6974,29.7552
75.7059,29.8086
75.7099,29.8123
75.7260,29.8115
75.7327,29.8113
75.7484,29.8121
75.7606,29.8187
75.7716,29.8254
75.7724,29.8247
75.7832,29.8153
75.7961,29.8071
75.8200,29.8154
75.8290,29.8123
75.8293,29.8007
75.8412,29.7808
75.8546,29.7697
75.8638,29.7523
75.8720,29.7501
75.8793,29.7471
75.8907,29.7532
75.8972,29.7555
75.9031,29.7463
75.9139,29.7388
75.9366,29.7331
75.9501,29.7339
75.9575,29.7321
75.9649,29.7314
75.9705,29.7321
75.9725,29.7324
75.9800,29.7362
76.0038,29.7509
76.0113,29.7528
76.0176,29.7561
76.0242,29.7556
76.0317,29.7509
76.0329,29.7496
76.0415,29.7488
76.0584,29.7732
76.0632,29.7775
76.0699,29.7760
76.0743,29.7812
76.0754,29.7879
76.0756,29.7970
76.0777,29.8058
76.0861,29.8099
76.0906,29.8108
76.0944,29.8116
76.1032,29.8084
76.1103,29.8033
76.1164,29.7964
76.1214,29.7995
76.1272,29.8054
76.1321,29.8121
76.1393,29.8168
76.1531,29.8163
76.1667,29.8183
76.1858,29.8312
76.1894,29.8405
76.1942,29.8450
76.2022,29.8453
76.2096,29.8427
76.2111,29.8432
76.2097,29.8502
76.2118,29.8532
76.2158,29.8547
76.2229,29.8556
76.2285,29.8545
76.2319,29.8564
76.2380,29.8655
76.2420,29.8690
76.2387,29.8759
76.2325,29.8813
76.2253,29.8851
76.2169,29.8839
76.2081,29.8865
76.1974,29.8840
76.1846,29.8886
76.1827,29.8939
76.1836,29.9157
76.1820,29.9232
76.1715,29.9232
76.1663,29.9287
76.1696,29.9366
76.1789,29.9463
76.1848,29.9463
76.1909,29.9445
76.2039,29.9441
76.2051,29.9475
76.1947,29.9657
76.1990,29.9732
76.1975,29.9798
76.1971,29.9851
76.1958,29.9905
76.1930,29.9966
76.1894,30.0042
76.1896,30.0063
76.1898,30.0084
76.1900,30.0104
76.1902,30.0125
76.1909,30.0164
76.1916,30.0182
76.1958,30.0201
76.1980,30.0205
76.2003,30.0209
76.2026,30.0212
76.2049,30.0217
76.2072,30.0221
76.2095,30.0227
76.2114,30.0237
76.2154,30.0271
76.2161,30.0287
76.2151,30.0296
76.2133,30.0304
76.2110,30.0309
76.2084,30.0314
76.2058,30.0320
76.2011,30.0337
76.1979,30.0363
76.1984,30.0379
76.1996,30.0398
76.2011,30.0416
76.2025,30.0433
76.2040,30.0448
76.2056,30.0463
76.2072,30.0478
76.2086,30.0494
76.2099,30.0511
76.2110,30.0528
76.2133,30.0563
76.2145,30.0581
76.2157,30.0598
76.2168,30.0616
76.2180,30.0633
76.2192,30.0650
76.2204,30.0667
76.2215,30.0685
76.2227,30.0702
76.2240,30.0719
76.2251,30.0737
76.2263,30.0754
76.2275,30.0771
76.2287,30.0789
76.2299,30.0806
76.2312,30.0823
76.2325,30.0839
76.2338,30.0856
76.2366,30.0888
76.2381,30.0905
76.2396,30.0920
76.2428,30.0949
76.2446,30.0962
76.2467,30.0964
76.2492,30.0960
76.2509,30.0971
76.2524,30.0987
76.2536,30.1005
76.2546,30.1024
76.2550,30.1046
76.2538,30.1060
76.2495,30.1072
76.2471,30.1076
76.2447,30.1079
76.2424,30.1082
76.2401,30.1083
76.2377,30.1082
76.2331,30.1082
76.2308,30.1085
76.2287,30.1093
76.2267,30.1104
76.2249,30.1116
76.2232,30.1130
76.2212,30.1141
76.2192,30.1151
76.2171,30.1161
76.2152,30.1172
76.2119,30.1200
76.2106,30.1216
76.2093,30.1233
76.2079,30.1250
76.2064,30.1265
76.2047,30.1279
76.2026,30.1287
76.2004,30.1293
76.1984,30.1302
76.1963,30.1313
76.1944,30.1324
76.1896,30.1367
76.1906,30.1386
76.1923,30.1405
76.1941,30.1408
76.1959,30.1400
76.1978,30.1387
76.1997,30.1372
76.2058,30.1338
76.2079,30.1331
76.2101,30.1336
76.2127,30.1368
76.2116,30.1385
76.2100,30.1401
76.2085,30.1417
76.2071,30.1455
76.2063,30.1474
76.2051,30.1492
76.2038,30.1510
76.2026,30.1528
76.2024,30.1567
76.2039,30.1589
76.2056,30.1594
76.2072,30.1585
76.2088,30.1574
76.2105,30.1561
76.2140,30.1530
76.2157,30.1514
76.2190,30.1482
76.2206,30.1467
76.2220,30.1451
76.2247,30.1418
76.2263,30.1403
76.2280,30.1390
76.2300,30.1379
76.2319,30.1368
76.2368,30.1326
76.2382,30.1309
76.2410,30.1287
76.2430,30.1275
76.2446,30.1219
76.2512,30.1190
76.2655,30.1177
76.2720,30.1143
76.2798,30.1137
76.2864,30.1168
76.2931,30.1186
76.3128,30.1085
76.3229,30.1082
76.3284,30.1095
76.3287,30.1448
76.3259,30.1492
76.3637,30.1275
76.3747,30.1237
76.3844,30.1238
76.3900,30.1275
76.3883,30.1383
76.3846,30.1458
76.3862,30.1482
76.3925,30.1503
76.3995,30.1552
76.4016,30.1577
76.3886,30.1741
76.3830,30.1790
76.3810,30.1832
76.3910,30.1923
76.3988,30.1990
76.4102,30.2023
76.4200,30.1979
76.4286,30.1798
76.4264,30.1676
76.4224,30.1636
76.4223,30.1587
76.4249,30.1546
76.4260,30.1476
76.4314,30.1407
76.4363,30.1370
76.4465,30.1371
76.4462,30.1290
76.4445,30.1229
76.4466,30.1112
76.4491,30.1048
76.4521,30.1007
76.4616,30.0990
76.4908,30.0972
76.4952,30.0924
76.4950,30.0871
76.4971,30.0816
76.5011,30.0766
76.5255,30.0808
76.5549,30.0988
76.5592,30.0981
76.5614,30.0976
76.5677,30.0951
76.5695,30.0939
76.5712,30.0926
76.5730,30.0912
76.5748,30.0900
76.5766,30.0888
76.5788,30.0878
76.5808,30.0869
76.5819,30.0852
76.5819,30.0831
76.5810,30.0813
76.5779,30.0777
76.5764,30.0761
76.5768,30.0751
76.5792,30.0746
76.5819,30.0747
76.5840,30.0754
76.5858,30.0767
76.5876,30.0781
76.5895,30.0793
76.5917,30.0797
76.5941,30.0796
76.5964,30.0795
76.5988,30.0797
76.6011,30.0802
76.6029,30.0813
76.6045,30.0827
76.6060,30.0843
76.6090,30.0875
76.6106,30.0889
76.6123,30.0902
76.6141,30.0915
76.6159,30.0928
76.6177,30.0941
76.6195,30.0954
76.6252,30.1018
76.6266,30.1140
76.6247,30.1169
76.6252,30.1210
76.6287,30.1302
76.6231,30.1447
76.6233,30.1494
76.6276,30.1551
76.6393,30.1852
76.6417,30.1893
76.6420,30.1937
76.6372,30.1970
76.6389,30.2059
76.6328,30.2100
76.6168,30.2111
76.6094,30.2128
76.6043,30.2152
76.6119,30.2256
76.6120,30.2310
76.5994,30.2403
76.5959,30.2439
76.5903,30.2541
76.5840,30.2565
76.5759,30.2559
76.5690,30.2514
76.5444,30.2309
76.5325,30.2271
76.5329,30.2321
76.5422,30.2364
76.5469,30.2495
76.5458,30.2586
76.5476,30.2649
76.5579,30.2643
76.5809,30.2699
76.6045,30.2723
76.6098,30.2706
76.6144,30.2753
76.6197,30.2878
76.6228,30.2914
76.6263,30.2839
76.6513,30.2993
76.6624,30.2996
76.6731,30.3128
76.6709,30.3192
76.6746,30.3260
76.6795,30.3214
76.6885,30.3260
76.6977,30.3249
76.7003,30.3299
76.7110,30.3299
76.7304,30.3674
76.7114,30.3651
76.7089,30.3682
76.7181,30.3771
76.7157,30.3803
76.7049,30.3808
76.7017,30.3848
76.7001,30.3936
76.7129,30.3982
76.7265,30.4050
76.7252,30.4204
76.7379,30.4249
76.7489,30.4266
76.7544,30.4328
76.7579,30.4389
76.7633,30.4397
76.7667,30.4360
76.7643,30.4250
76.7708,30.4183
76.7807,30.4150
76.7973,30.4151
76.8085,30.4119
76.8231,30.4225
76.8279,30.4303
76.8325,30.4339
76.8397,30.4207
76.8473,30.4149
76.8647,30.4088
76.8676,30.4015
76.8662,30.3948
76.8744,30.3913
76.8802,30.3862
76.8804,30.3830
76.8757,30.3695
76.8764,30.3633
76.8978,30.3626
76.9170,30.3828
76.9208,30.3848
76.9273,30.3886
76.9303,30.3926
76.9314,30.3971
76.9290,30.3999
76.9258,30.4016
76.9195,30.4030
76.9093,30.4033
76.9052,30.4047
76.9038,30.4067
76.9039,30.4100
76.9052,30.4132
76.9037,30.4182
76.9037,30.4249
76.9017,30.4283
76.8899,30.4367
76.8888,30.4411
76.8907,30.4511
76.8952,30.4556
76.8980,30.4678
76.8966,30.4754
76.8898,30.4793
76.8889,30.4846
76.8939,30.4896
76.9011,30.4888
76.9078,30.4908
76.9124,30.4937
76.9159,30.4994
76.9183,30.5072
76.9143,30.5266
76.9073,30.5299
76.8878,30.5382
76.8850,30.5404
76.8922,30.5444
76.9022,30.5510
76.9059,30.5584
76.9038,30.5617
76.8989,30.5640
76.8989,30.5667
76.9039,30.5752
76.9045,30.5806
76.8986,30.5884
76.9072,30.5914
76.9106,30.6058
76.8996,30.6200
76.8945,30.6233
76.8806,30.6331
76.8771,30.6370
76.8680,30.6416
76.8619,30.6403
76.8586,30.6406
76.8590,30.6516
76.8619,30.6597
76.8631,30.6715
76.8622,30.6793
76.8554,30.6732
76.8498,30.6649
76.8399,30.6568
76.8301,30.6649
76.8269,30.6633
76.8241,30.6601
76.8188,30.6606
76.8198,30.6858
76.8177,30.6906
76.8211,30.6968
76.8283,30.7060
76.8363,30.7143
76.8248,30.7308
76.8227,30.7401
76.8282,30.7638
76.8308,30.7679
76.8468,30.7925
76.8413,30.7991
76.8321,30.8254
76.8278,30.8326
76.8189,30.8371
76.8066,30.8403
76.8012,30.8425
77.7894,30.8586
77.7315,30.8508
77.7409,30.8402
77.7441,30.8362
77.7444,30.8299
77.7404,30.8277
77.7375,30.8263
77.7309,30.8194
77.7266,30.8144
77.7241,30.8110
77.7194,30.8083
77.7181,30.8051
77.7171,30.7995
77.7154,30.7942
77.7086,30.7845
77.7045,30.7790
77.6927,30.7714
77.6883,30.7687
77.6915,30.7603
77.6930,30.7579
77.6918,30.7551
77.6904,30.7513
77.6916,30.7483
77.6939,30.7462
77.6977,30.7450
77.7007,30.7450
77.7044,30.7457
77.7072,30.7455
77.7093,30.7442
77.7116,30.7421
77.7129,30.7395
77.7153,30.7383
77.7177,30.7389
77.7203,30.7382
77.7217,30.7364
77.7222,30.7306
77.7252,30.7273
77.7307,30.7245
77.7323,30.7207
77.7411,30.7107
77.7404,30.7071
77.7369,30.7050
77.7366,30.6828
77.7428,30.6806
77.7479,30.6781
77.7542,30.6761
77.7588,30.6724
77.7629,30.6684
77.7659,30.6653
77.7695,30.6642
77.7722,30.6654
77.7742,30.6657
77.7771,30.6656
77.7791,30.6638
77.7703,30.6551
77.7683,30.6515
77.7722,30.6450
77.7750,30.6411
77.7755,30.6375
77.7723,30.6324
77.7713,30.6285
77.7765,30.6261
77.7796,30.6227
77.7820,30.6194
77.7786,30.6179
77.7722,30.6178
77.7671,30.6182
77.7613,30.6195
77.7566,30.6203
77.7556,30.6162
77.7572,30.6048
77.7544,30.6008
77.7497,30.6014
77.7425,30.6072
77.7383,30.6081
77.7321,30.6071
77.7316,30.6048
77.7295,30.5984
77.7319,30.5962
77.7386,30.5929
77.7462,30.5844
77.7495,30.5800
77.7519,30.5746
77.7573,30.5656
77.7618,30.5630
77.7709,30.5624
77.7746,30.5589
77.7783,30.5574
77.7864,30.5614
77.7906,30.5603
77.7952,30.5612
77.7983,30.5641
77.8032,30.5638
77.8059,30.5607
77.8069,30.5543
77.8068,30.5493
77.8100,30.5440
77.8122,30.5380
77.8041,30.5204
77.8020,30.5154
77.8006,30.5132
77.7992,30.5114
77.7939,30.5086
77.7882,30.5061
77.7676,30.5044
77.7550,30.4983
77.7475,30.4941
77.7366,30.4873
77.7293,30.4823
77.7214,30.4778
77.7112,30.4773
77.6901,30.4629
77.6822,30.4577
77.6791,30.4517
77.6616,30.4488
77.6532,30.4495
77.6467,30.4525
77.6402,30.4524
77.6378,30.4495
77.6333,30.4398
77.6305,30.4362
77.6167,30.4362
77.6120,30.4384
77.6038,30.4374
77.5811,30.4303
77.5746,30.4265
77.5679,30.4217
77.5629,30.4171
77.5622,30.4101
77.5631,30.4045
77.5679,30.3988
77.5729,30.3931
77.5762,30.3899
77.5749,30.3845
77.5653,30.3849
77.5579,30.3904
77.5429,30.3972
77.5258,30.4171
77.5180,30.4309
77.5144,30.4394
77.5098,30.4488
77.5053,30.4484
77.5012,30.4437
77.4929,30.4330
77.4912,30.4250
77.4913,30.4173
77.4868,30.4126
77.4775,30.4133
77.4680,30.4118
77.4610,30.4054
77.4531,30.4048
77.4430,30.4046
77.4304,30.4075
77.4164,30.4084
77.4159,30.4128
77.4209,30.4168
77.4257,30.4200
77.4397,30.4244
77.4533,30.4404
77.4543,30.4461
77.4568,30.4516
77.4563,30.4582
77.4505,30.4652
77.4457,30.4657
77.4262,30.4411
77.4076,30.4279
77.3968,30.4305
77.3819,30.4393
77.3804,30.4461
77.3762,30.4463
77.3697,30.4458
77.3394,30.4636
77.3263,30.4632
77.3224,30.4621
77.3168,30.4576
77.3007,30.4566
77.2937,30.4591
77.2824,30.4619
77.2746,30.4640
77.2636,30.4667
77.2619,30.4710
77.2608,30.4761
77.2566,30.4814
77.2518,30.4844
77.2419,30.4854
77.2268,30.4886
77.2189,30.4860
77.2119,30.4819
77.2026,30.4803
77.1990,30.4845
77.2003,30.4891
77.1996,30.4991
77.1997,30.5066
77.1959,30.5118
77.1853,30.5259
77.1746,30.5305
77.1695,30.5329
77.1520,30.5369
77.1455,30.5378
77.1376,30.5386
77.1223,30.5482
77.1165,30.5574
77.1137,30.5624
77.1115,30.5673
77.1129,30.5682
77.1151,30.5698
77.1206,30.5712
77.1238,30.5727
77.1259,30.5737
77.1327,30.5785
77.1398,30.5832
77.1469,30.5890
77.1541,30.5963
77.1575,30.5996
77.1586,30.6031
77.1585,30.6075
77.1586,30.6138
77.1599,30.6315
77.1624,30.6387
77.1604,30.6424
77.1562,30.6479
77.1527,30.6542
77.1526,30.6588
77.1552,30.6681
77.1539,30.6769
77.1502,30.6846
77.1518,30.6905
77.1404,30.6976
77.1251,30.7071
77.1222,30.7122
77.1174,30.7179
77.1096,30.7227
77.1032,30.7205
77.0999,30.7223
77.1002,30.7264
77.1023,30.7308
77.1006,30.7324
77.0911,30.7362
77.0863,30.7399
77.0768,30.7448
77.0697,30.7470
77.0617,30.7461
77.0550,30.7467
77.0471,30.7487
77.0380,30.7531
77.0303,30.7518
77.0304,30.7463
77.0240,30.7416
77.0181,30.7404
77.0131,30.7422
77.0094,30.7457
77.0064,30.7495
77.0047,30.7525
77.0047,30.7574
77.0024,30.7679
76.9988,30.7692
76.9952,30.7710
76.9886,30.7771
76.9910,30.7807
77.0000,30.7890
76.9997,30.7940
77.0004,30.7976
76.9997,30.8049
76.9985,30.8097
76.9980,30.8143
76.9958,30.8167
76.9927,30.8183
76.9885,30.8150
76.9865,30.8133
76.9848,30.8105
76.9791,30.7988
76.9686,30.8080
76.9618,30.8090
76.9538,30.8112
76.9476,30.8232
76.9428,30.8292
76.9337,30.8320
76.9275,30.8374
76.9278,30.8481
76.9266,30.8544
78.3646,26.8688
78.3669,26.8626
78.3701,26.8576
78.3748,26.8468
78.3807,26.8361
78.3856,26.8279
78.3897,26.8249
78.4003,26.8260
78.4259,26.8323
78.4303,26.8289
78.4508,26.7981
78.4763,26.7923
78.4920,26.7880
78.5156,26.7851
78.5263,26.7785
78.5549,26.7648
78.5601,26.7622
78.5659,26.7577
78.5752,26.7560
78.6020,26.7561
78.6065,26.7575
78.6094,26.7610
78.6118,26.7671
78.6157,26.7719
78.6204,26.7752
78.6286,26.7754
78.6504,26.7697
78.6590,26.7692
78.6675,26.7742
78.6728,26.7877
78.6774,26.7924
78.6901,26.7960
78.7153,26.8002
78.7214,26.7977
78.7203,26.7927
78.7178,26.7872
78.7184,26.7817
78.7229,26.7793
78.7259,26.7796
78.7315,26.7831
78.7360,26.7890
78.7411,26.7925
78.7448,26.7894
78.7490,26.7844
78.7621,26.7668
78.7664,26.7645
78.7707,26.7642
78.7741,26.7661
78.7987,26.7691
78.8061,26.7688
78.8114,26.7655
78.8407,26.7261
78.8511,26.7164
78.8649,26.7047
78.8829,26.7044
78.9079,26.7129
78.9128,26.7104
78.9308,26.7043
78.9481,26.6967
78.9502,26.6940
78.9499,26.6919
78.9361,26.6649
78.9379,26.6627
78.9437,26.6610
78.9479,26.6626
78.9639,26.6765
78.9697,26.6806
78.9739,26.6825
78.9839,26.6857
78.9873,26.6860
78.9912,26.6844
78.9932,26.6846
78.9973,26.6810
79.0004,26.6767
79.0012,26.6739
78.9981,26.6666
78.9957,26.6636
78.9913,26.6546
78.9890,26.6514
78.9869,26.6474
78.9872,26.6442
78.9913,26.6414
79.0008,26.6304
79.0031,26.6267
79.0031,26.6192
79.0052,26.6141
79.0037,26.6064
78.9913,26.6046
78.9821,26.5942
78.9780,26.5924
78.9810,26.5860
78.9795,26.5816
78.9796,26.5741
78.9913,26.5823
78.9982,26.5742
78.9979,26.5722
78.9991,26.5667
78.9980,26.5640
79.0044,26.5586
79.0067,26.5578
79.0052,26.5562
78.9957,26.5541
78.9980,26.5509
79.0028,26.5499
79.0060,26.5514
79.0080,26.5478
79.0128,26.5487
79.0172,26.5521
79.0205,26.5517
79.0186,26.5433
79.0196,26.5414
79.0333,26.5226
79.0410,26.5228
79.0396,26.5197
79.0393,26.5157
79.0437,26.5105
79.0498,26.5067
79.0497,26.5028
79.0509,26.5008
79.0566,26.5032
79.0609,26.5033
79.0611,26.4910
79.0623,26.4899
79.0643,26.4868
79.0471,26.4614
79.0468,26.4579
79.0485,26.4561
79.0532,26.4556
79.0575,26.4561
79.0580,26.4513
79.0606,26.4518
79.0613,26.4494
79.0668,26.4494
79.0671,26.4470
79.0691,26.4465
79.0728,26.4478
79.0777,26.4472
79.0809,26.4439
79.0830,26.4497
79.0827,26.4523
79.0833,26.4530
79.0894,26.4509
79.0911,26.4524
79.0912,26.4553
79.0929,26.4573
79.0949,26.4571
79.0999,26.4560
79.1103,26.4530
79.1210,26.4479
79.1240,26.4455
79.1268,26.4448
79.1233,26.4406
79.1191,26.4329
79.1168,26.4242
79.1172,26.4171
79.1149,26.4156
79.1007,26.4117
79.0970,26.4126
79.0927,26.4162
79.0919,26.4167
79.0868,26.4178
79.0807,26.4055
79.0870,26.3911
79.0896,26.3882
79.0885,26.3831
79.0905,26.3794
79.0891,26.3771
79.0792,26.3729
79.0768,26.3660
79.0768,26.3627
79.0930,26.3601
79.1259,26.3314
79.1242,26.3311
79.1157,26.3313
79.1157,26.3285
79.1180,26.3263
79.1272,26.3214
79.1266,26.3160
79.1191,26.3149
79.1146,26.3131
79.1015,26.3139
79.0980,26.3146
79.0939,26.3119
77.3082,26.3150
77.3085,26.3216
77.3603,26.3695
77.3662,26.3715
77.3789,26.3638
77.3829,26.3624
77.3859,26.3624
77.3945,26.3667
77.4018,26.3687
77.4078,26.3690
77.4155,26.3681
77.4368,26.3681
77.4394,26.3730
77.4397,26.3787
77.4337,26.3875
77.4264,26.3955
77.4254,26.4021
77.4277,26.4069
77.4590,26.4112
77.4750,26.4146
77.4939,26.4136
77.5059,26.4129
77.5299,26.4180
77.5425,26.4295
77.5472,26.4363
77.5515,26.4406
77.5591,26.4408
77.5691,26.4431
77.5791,26.4511
77.5991,26.4542
77.6087,26.4593
77.6154,26.4665
77.6167,26.4719
77.6201,26.4770
77.6394,26.4892
77.6464,26.4938
77.6547,26.4972
77.6677,26.5083
77.6710,26.5097
77.6780,26.5055
77.6860,26.5026
77.6950,26.5009
77.7140,26.5043
77.7210,26.5085
77.7270,26.5154
77.7307,26.5299
77.7394,26.5427
77.7500,26.5467
77.7580,26.5506
77.7830,26.5526
77.7977,26.5503
77.8043,26.5514
77.8177,26.5602
77.8247,26.5727
77.8244,26.5844
77.8184,26.5939
77.8204,26.5998
77.8254,26.6052
77.8424,26.6152
77.8514,26.6160
77.8704,26.6186
77.8794,26.6203
77.8888,26.6328
77.8902,26.6405
77.8909,26.6545
77.8946,26.6622
77.9036,26.6662
77.9239,26.6650
77.9399,26.6627
77.9479,26.6650
77.9605,26.6715
77.9757,26.6833
77.9886,26.7000
77.9922,26.7026
78.0119,26.7001
78.0192,26.6976
78.0316,26.6913
78.0431,26.6911
78.0491,26.6898
78.0562,26.6859
78.0609,26.6818
78.0651,26.6796
78.0694,26.6785
78.0754,26.6782
78.0786,26.6803
78.0857,26.6831
78.0881,26.6867
78.0890,26.7007
78.0865,26.7245
78.0868,26.7318
78.0892,26.7381
78.0960,26.7438
78.1117,26.7497
78.1161,26.7546
78.1148,26.7588
78.1110,26.7621
78.1005,26.7664
78.0971,26.7694
78.0957,26.7718
78.0954,26.7894
78.0998,26.7970
78.1055,26.8008
78.1129,26.8026
78.1190,26.8026
78.1313,26.7992
78.1405,26.7936
78.1458,26.7917
78.1598,26.7911
78.1761,26.7915
